	crisno	sentence_number_int_aligned	yhat_prompt_entity_yes_no
3611	150	9	
3612	150	10	
3613	150	11	
3614	150	12	
3615	150	13	
3616	150	14	
3617	150	15	
3618	150	16	
3619	150	17	
3620	150	18	
3621	150	19	
3622	150	20	
3623	150	21	
3624	150	22	
3625	150	23	
3626	150	24	
3627	151	1	
3628	151	2	
3629	151	3	
3630	151	4	
3631	151	5	
3632	151	6	
3633	151	7	
3634	151	8	
3635	151	9	
3636	151	10	
3637	151	11	
3638	151	12	
3639	151	13	
3640	151	14	
3641	151	15	
3642	151	16	
3643	151	17	
3644	151	18	
3645	152	1	
3646	152	2	
3647	152	3	
3648	152	4	
3649	152	5	
3650	152	6	
3651	152	7	
3652	152	8	
3653	152	9	
3654	152	10	
3655	152	11	
3656	152	12	
3657	152	13	
3658	152	14	
3659	152	15	
3660	152	16	
3661	152	17	
3662	152	18	
3663	152	19	
3664	152	20	
3665	152	21	
3666	152	22	
3667	152	23	
3668	152	24	
3669	152	25	
3670	152	26	
3671	152	27	
3672	152	28	
3673	152	29	
3674	152	30	
3675	152	31	
3676	152	32	
3677	152	33	
3678	153	1	
3679	153	2	
3680	153	3	
3681	153	4	
3682	153	5	
3683	153	6	
3684	153	7	
3685	153	8	
3686	153	9	
3687	153	10	
3688	153	11	
3689	153	12	
3690	153	13	
3691	153	14	
3692	153	15	
3693	153	16	
3694	153	17	
3695	154	1	
3696	154	2	
3697	154	3	
3698	154	4	
3699	154	5	
3700	154	6	
3701	154	7	
3702	154	8	
3703	154	9	
3704	154	10	
3705	154	11	
3706	154	12	
3707	154	13	
3708	154	14	
3709	154	15	
3710	154	16	
3711	154	17	
3712	154	18	
3713	154	19	
3714	154	20	
3715	154	21	
3716	155	1	
3717	155	2	
3718	155	3	
3719	155	4	
3720	155	5	
3721	155	6	
3722	155	7	
3723	155	8	
3724	155	9	
3725	155	10	
3726	155	11	
3727	155	12	
3728	155	13	
3729	155	14	
3730	155	15	
3731	155	16	
3732	155	17	
3733	155	18	
3734	156	1	
3735	156	2	
3736	156	3	
3737	156	4	
3738	156	5	
3739	156	6	
3740	156	7	
3741	156	8	
3742	156	9	
3743	156	10	
3744	156	11	
3745	156	12	
3746	156	13	
3747	156	14	
3748	157	1	
3749	157	2	
3750	157	3	
3751	157	4	
3752	157	5	
3753	157	6	
3754	157	7	
3755	157	8	
3756	157	9	
3757	157	10	
3758	157	11	
3759	157	12	
3760	157	13	
3761	157	14	
3762	157	15	
3763	157	16	
3764	158	1	
3765	158	2	
3766	158	3	
3767	158	4	
3768	158	5	
3769	158	6	
3770	158	7	
3771	158	8	
3772	158	9	
3773	158	10	
3774	158	11	
3775	158	12	
3776	158	13	
3777	158	14	
3778	158	15	
3779	158	16	
3780	158	17	
3781	158	18	
3782	158	19	
3783	158	20	
3784	158	21	
3785	158	22	
3786	158	23	
3787	158	24	
3788	159	1	
3789	159	2	
3790	159	3	
3791	159	4	
3792	159	5	
3793	159	6	
3794	159	7	
3795	159	8	
3796	159	9	
3797	159	10	
3798	159	11	
3799	159	12	
3800	159	13	
3801	159	14	
3802	159	15	
3803	159	16	
3804	159	17	
3805	159	18	
3806	159	19	
3807	159	20	
3808	159	21	
3809	159	22	
3810	159	23	
3811	159	24	
3812	160	1	
3813	160	2	
3814	160	3	
3815	160	4	
3816	160	5	
3817	160	6	
3818	160	7	
3819	160	8	
3820	160	9	
3821	160	10	
3822	160	11	
3823	160	12	
3824	160	13	
3825	160	14	
3826	161	1	
3827	161	2	
3828	161	3	
3829	161	4	
3830	161	5	
3831	161	6	
3832	161	7	
3833	161	8	
3834	161	9	
3835	161	10	
3836	161	11	
3837	161	12	
3838	161	13	
3839	161	14	
3840	161	15	
3841	161	16	
3842	161	17	
3843	162	1	
3844	162	2	
3845	162	3	
3846	162	4	
3847	162	5	
3848	162	6	
3849	162	7	
3850	162	8	
3851	162	9	
3852	162	10	
3853	162	11	
3854	162	12	
3855	162	13	
3856	162	14	
3857	162	15	
3858	162	16	
3859	162	17	
3860	163	1	
3861	163	2	
3862	163	3	
3863	163	4	
3864	163	5	
3865	163	6	
3866	163	7	
3867	163	8	
3868	163	9	
3869	163	10	
3870	163	11	
3871	163	12	
3872	163	13	
3873	164	1	
3874	164	2	
3875	164	3	
3876	164	4	
3877	164	5	
3878	164	6	
3879	164	7	
3880	164	8	
3881	164	9	
3882	164	10	
3883	164	11	
3884	164	12	
3885	164	13	
3886	164	14	
3887	164	15	
3888	164	16	
3889	164	17	
3890	164	18	
3891	164	19	
3892	164	20	
3893	164	21	
3894	164	22	
3895	164	23	
3896	164	24	
3897	164	25	
3898	164	26	
3899	164	27	
3900	165	1	
3901	165	2	
3902	165	3	
3903	165	4	
3904	165	5	
3905	165	6	
3906	165	7	
3907	165	8	
3908	165	9	
3909	165	10	
3910	165	11	
3911	165	12	
3912	165	13	
3913	165	14	
3914	165	15	
3915	165	16	
3916	165	17	
3917	165	18	
3918	165	19	
3919	165	20	
3920	165	21	
3921	165	22	
3922	165	23	
3923	165	24	
3924	165	25	
3925	165	26	
3926	165	27	
3927	165	28	
3928	165	29	
3929	165	30	
3930	165	31	
3931	165	32	
3932	166	1	
3933	166	2	
3934	166	3	
3935	166	4	
3936	166	5	
3937	166	6	
3938	166	7	
3939	166	8	
3940	166	9	
3941	166	10	
3942	166	11	
3943	166	12	
3944	166	13	
3945	166	14	
3946	166	15	
3947	166	16	
3948	166	17	
3949	166	18	
3950	166	19	
3951	167	1	
3952	167	2	
3953	167	3	
3954	167	4	
3955	167	5	
3956	167	6	
3957	167	7	
3958	167	8	
3959	167	9	
3960	167	10	
3961	167	11	
3962	167	12	
3963	167	13	
3964	167	14	
3965	167	15	
3966	167	16	
3967	168	1	
3968	168	2	
3969	168	3	
3970	168	4	
3971	168	5	
3972	168	6	
3973	168	7	
3974	168	8	
3975	168	9	
3976	168	10	
3977	168	11	
3978	168	12	
3979	168	13	
3980	168	14	
3981	168	15	
3982	168	16	
3983	168	17	
3984	168	18	
3985	168	19	
3986	168	20	
3987	168	21	
3988	168	22	
3989	168	23	
3990	168	24	
3991	168	25	
3992	168	26	
3993	168	27	
3994	168	28	
3995	168	29	
3996	168	30	
3997	168	31	
3998	168	32	
3999	168	33	
4000	168	34	
4001	168	35	
4002	168	36	
4003	168	37	
4004	168	38	
4005	168	39	
4006	168	40	
4007	168	41	
4008	169	1	
4009	169	2	
4010	169	3	
4011	169	4	
4012	169	5	
4013	169	6	
4014	169	7	
4015	169	8	
4016	169	9	
4017	169	10	
4018	170	1	
4019	170	2	
4020	170	3	
4021	170	4	
4022	170	5	
4023	170	6	
4024	170	7	
4025	170	8	
4026	170	9	
4027	170	10	
4028	170	11	
4029	170	12	
4030	170	13	
4031	170	14	
4032	170	15	
4033	170	16	
4034	170	17	
4035	170	18	
4036	170	19	
4037	170	20	
4038	170	21	
4039	170	22	
4040	170	23	
4041	170	24	
4042	170	25	
4043	170	26	
4044	170	27	
4045	170	28	
4046	170	29	
4047	170	30	
4048	170	31	
4049	171	1	
4050	171	2	
4051	171	3	
4052	171	4	
4053	171	5	
4054	171	6	
4055	171	7	
4056	171	8	
4057	171	9	
4058	171	10	
4059	171	11	
4060	171	12	
4061	171	13	
4062	171	14	
4063	171	15	
4064	171	16	
4065	171	17	
4066	171	18	
4067	171	19	
4068	172	1	
4069	172	2	
4070	172	3	
4071	172	4	
4072	172	5	
4073	172	6	
4074	172	7	
4075	172	8	
4076	172	9	
4077	172	10	
4078	172	11	
4079	173	1	
4080	173	2	
4081	173	3	
4082	173	4	
4083	173	5	
4084	173	6	
4085	173	7	
4086	173	8	
4087	173	9	
4088	173	10	
4089	173	11	
4090	173	12	
4091	173	13	
4092	173	14	
4093	174	1	
4094	174	2	
4095	174	3	
4096	174	4	
4097	174	5	
4098	174	6	
4099	174	7	
4100	174	8	
4101	174	9	
4102	174	10	
4103	174	11	
4104	174	12	
4105	174	13	
4106	174	14	
4107	174	15	
4108	175	1	
4109	175	2	
4110	175	3	
4111	175	4	
4112	175	5	
4113	175	6	
4114	175	7	
4115	175	8	
4116	175	9	
4117	175	10	
4118	175	11	
4119	175	12	
4120	175	13	
4121	175	14	
4122	175	15	
4123	175	16	
4124	175	17	
4125	175	18	
4126	175	19	
4127	175	20	
4128	175	21	
4129	175	22	
4130	175	23	
4131	176	1	
4132	176	2	
4133	176	3	
4134	176	4	
4135	176	5	
4136	176	6	
4137	176	7	
4138	176	8	
4139	176	9	
4140	176	10	
4141	176	11	
4142	176	12	
4143	176	13	
4144	176	14	
4145	176	15	
4146	176	16	
4147	176	17	
4148	176	18	
4149	176	19	
4150	176	20	
4151	176	21	
4152	176	22	
4153	176	23	
4154	176	24	
4155	176	25	
4156	176	26	
4157	176	27	
4158	176	28	
4159	176	29	
4160	177	1	
4161	177	2	
4162	177	3	
4163	177	4	
4164	177	5	
4165	177	6	
4166	177	7	
4167	177	8	
4168	177	9	
4169	177	10	
4170	177	11	
4171	177	12	
4172	177	13	
4173	177	14	
4174	177	15	
4175	177	16	
4176	177	17	
4177	178	1	
4178	178	2	
4179	178	3	
4180	178	4	
4181	178	5	
4182	178	6	
4183	178	7	
4184	178	8	
4185	178	9	
4186	178	10	
4187	178	11	
4188	178	12	
4189	178	13	
4190	178	14	
4191	178	15	
4192	178	16	
4193	179	1	
4194	179	2	
4195	179	3	
4196	179	4	
4197	179	5	
4198	179	6	
4199	179	7	
4200	179	8	
4201	179	9	
4202	179	10	
4203	179	11	
4204	179	12	
4205	179	13	
4206	179	14	
4207	179	15	
4208	180	1	
4209	180	2	
4210	180	3	
4211	180	4	
4212	180	5	
4213	180	6	
4214	180	7	
4215	180	8	
4216	180	9	
4217	180	10	
4218	180	11	
4219	180	12	
4220	180	13	
4221	180	14	
4222	180	15	
4223	180	16	
4224	180	17	
4225	180	18	
4226	180	19	
4227	180	20	
4228	180	21	
4229	180	22	
4230	180	23	
4231	180	24	
4232	181	1	
4233	181	2	
4234	181	3	
4235	181	4	
4236	181	5	
4237	181	6	
4238	181	7	
4239	181	8	
4240	181	9	
4241	181	10	
4242	181	11	
4243	181	12	
4244	181	13	
4245	181	14	
4246	181	15	
4247	181	16	
4248	181	17	
4249	182	1	
4250	182	2	
4251	182	3	
4252	182	4	
4253	182	5	
4254	182	6	
4255	182	7	
4256	182	8	
4257	182	9	
4258	182	10	
4259	182	11	
4260	182	12	
4261	182	13	
4262	182	14	
4263	182	15	
4264	183	1	
4265	183	2	
4266	183	3	
4267	183	4	
4268	183	5	
4269	183	6	
4270	183	7	
4271	183	8	
4272	183	9	
4273	183	10	
4274	183	11	
4275	183	12	
4276	183	13	
4277	183	14	
4278	183	15	
4279	183	16	
4280	183	17	
4281	183	18	
4282	184	1	
4283	184	2	
4284	184	3	
4285	184	4	
4286	184	5	
4287	184	6	
4288	184	7	
4289	184	8	
4290	184	9	
4291	184	10	
4292	184	11	
4293	184	12	
4294	184	13	
4295	184	14	
4296	185	1	
4297	185	2	
4298	185	3	
4299	185	4	
4300	185	5	
4301	185	6	
4302	185	7	
4303	185	8	
4304	185	9	
4305	185	10	
4306	185	11	
4307	185	12	
4308	185	13	
4309	185	14	
4310	185	15	
4311	185	16	
4312	185	17	
4313	185	18	
4314	185	19	
4315	185	20	
4316	185	21	
4317	185	22	
4318	185	23	
4319	185	24	
4320	185	25	
4321	185	26	
4322	185	27	
4323	185	28	
4324	185	29	
4325	185	30	
4326	185	31	
4327	185	32	
4328	186	1	
4329	186	2	
4330	186	3	
4331	186	4	
4332	186	5	
4333	186	6	
4334	186	7	
4335	186	8	
4336	186	9	
4337	186	10	
4338	186	11	
4339	186	12	
4340	186	13	
4341	186	14	
4342	186	15	
4343	186	16	
4344	186	17	
4345	186	18	
4346	186	19	
4347	186	20	
4348	187	1	
4349	187	2	
4350	187	3	
4351	187	4	
4352	187	5	
4353	187	6	
4354	187	7	
4355	187	8	
4356	187	9	
4357	187	10	
4358	187	11	
4359	187	12	
4360	187	13	
4361	187	14	
4362	187	15	
4363	187	16	
4364	188	1	
4365	188	2	
4366	188	3	
4367	188	4	
4368	188	5	
4369	188	6	
4370	188	7	
4371	188	8	
4372	188	9	
4373	188	10	
4374	188	11	
4375	188	12	
4376	188	13	
4377	189	1	
4378	189	2	
4379	189	3	
4380	189	4	
4381	189	5	
4382	189	6	
4383	189	7	
4384	189	8	
4385	189	9	
4386	189	10	
4387	190	1	
4388	190	2	
4389	190	3	
4390	190	4	
4391	190	5	
4392	190	6	
4393	190	7	
4394	190	8	
4395	190	9	
4396	190	10	
4397	190	11	
4398	190	12	
4399	190	13	
4400	190	14	
4401	190	15	
4402	190	16	
4403	190	17	
4404	190	18	
4405	190	19	
4406	190	20	
4407	190	21	
4408	191	1	
4409	191	2	
4410	191	3	
4411	191	4	
4412	191	5	
4413	191	6	
4414	191	7	
4415	191	8	
4416	191	9	
4417	191	10	
4418	191	11	
4419	191	12	
4420	191	13	
4421	191	14	
4422	192	1	
4423	192	2	
4424	192	3	
4425	192	4	
4426	192	5	
4427	192	6	
4428	192	7	
4429	192	8	
4430	192	9	
4431	192	10	
4432	192	11	
4433	192	12	
4434	192	13	
4435	192	14	
4436	192	15	
4437	192	16	
4438	192	17	
4439	192	18	
4440	192	19	
4441	192	20	
4442	192	21	
4443	192	22	
4444	192	23	
4445	192	24	
4446	193	1	
4447	193	2	
4448	193	3	
4449	193	4	
4450	193	5	
4451	193	6	
4452	193	7	
4453	193	8	
4454	193	9	
4455	193	10	
4456	193	11	
4457	193	12	
4458	193	13	
4459	193	14	
4460	193	15	
4461	193	16	
4462	193	17	
4463	193	18	
4464	193	19	
4465	193	20	
4466	193	21	
4467	193	22	
4468	193	23	
4469	194	1	
4470	194	2	
4471	194	3	
4472	194	4	
4473	194	5	
4474	194	6	
4475	194	7	
4476	194	8	
4477	194	9	
4478	194	10	
4479	194	11	
4480	194	12	
4481	194	13	
4482	194	14	
4483	194	15	
4484	194	16	
4485	194	17	
4486	194	18	
4487	194	19	
4488	194	20	
4489	194	21	
4490	194	22	
4491	194	23	
4492	194	24	
4493	194	25	
4494	194	26	
4495	195	1	
4496	195	2	
4497	195	3	
4498	195	4	
4499	195	5	
4500	195	6	
4501	195	7	
4502	195	8	
4503	195	9	
4504	195	10	
4505	195	11	
4506	195	12	
4507	195	13	
4508	195	14	
4509	195	15	
4510	195	16	
4511	195	17	
4512	195	18	
4513	196	1	
4514	196	2	
4515	196	3	
4516	196	4	
4517	196	5	
4518	196	6	
4519	196	7	
4520	196	8	
4521	196	9	
4522	196	10	
4523	196	11	
4524	196	12	
4525	196	13	
4526	196	14	
4527	196	15	
4528	196	16	
4529	196	17	
4530	196	18	
4531	196	19	
4532	196	20	
4533	196	21	
4534	196	22	
4535	196	23	
4536	196	24	
4537	196	25	
4538	196	26	
4539	196	27	
4540	196	28	
4541	196	29	
4542	196	30	
4543	196	31	
4544	196	32	
4545	196	33	
4546	196	34	
4547	196	35	
4548	196	36	
4549	196	37	
4550	197	1	
4551	197	2	
4552	197	3	
4553	197	4	
4554	197	5	
4555	197	6	
4556	197	7	
4557	197	8	
4558	197	9	
4559	197	10	
4560	197	11	
4561	197	12	
4562	197	13	
4563	197	14	
4564	197	15	
4565	197	16	
4566	197	17	
4567	197	18	
4568	197	19	
4569	197	20	
4570	197	21	
4571	197	22	
4572	197	23	
4573	198	1	
4574	198	2	
4575	198	3	
4576	198	4	
4577	198	5	
4578	198	6	
4579	198	7	
4580	198	8	
4581	198	9	
4582	198	10	
4583	198	11	
4584	198	12	
4585	198	13	
4586	198	14	
4587	198	15	
4588	198	16	
4589	198	17	
4590	198	18	
4591	198	19	
4592	198	20	
4593	198	21	
4594	198	22	
4595	198	23	
4596	199	1	
4597	199	2	
4598	199	3	
4599	199	4	
4600	199	5	
4601	199	6	
4602	199	7	
4603	199	8	
4604	199	9	
4605	199	10	
4606	199	11	
4607	199	12	
4608	199	13	
4609	199	14	
4610	199	15	
4611	199	16	
4612	200	1	
4613	200	2	
4614	200	3	
4615	200	4	
4616	200	5	
4617	200	6	
4618	200	7	
4619	200	8	
4620	200	9	
4621	200	10	
4622	200	11	
4623	200	12	
4624	200	13	
4625	201	1	
4626	201	2	
4627	201	3	
4628	201	4	
4629	201	5	
4630	201	6	
4631	201	7	
4632	201	8	
4633	201	9	
4634	201	10	
4635	201	11	
4636	201	12	
4637	201	13	
4638	201	14	
4639	201	15	
4640	201	16	
4641	201	17	
4642	201	18	
4643	201	19	
4644	201	20	
4645	201	21	
4646	201	22	
4647	201	23	
4648	202	1	
4649	202	2	
4650	202	3	
4651	202	4	
4652	202	5	
4653	202	6	
4654	202	7	
4655	202	8	
4656	202	9	
4657	202	10	
4658	202	11	
4659	202	12	
4660	202	13	
4661	202	14	
4662	202	15	
4663	202	16	
4664	202	17	
4665	202	18	
4666	202	19	
4667	202	20	
4668	202	21	
4669	202	22	
4670	202	23	
4671	202	24	
4672	202	25	
4673	202	26	
4674	202	27	
4675	202	28	
4676	202	29	
4677	202	30	
4678	202	31	
4679	202	32	
4680	202	33	
4681	202	34	
4682	202	35	
4683	202	36	
4684	202	37	
4685	202	38	
4686	202	39	
4687	202	40	
4688	202	41	
4689	202	42	
4690	202	43	
4691	202	44	
4692	202	45	
4693	202	46	
4694	202	47	
4695	202	48	
4696	202	49	
4697	202	50	
4698	202	51	
4699	202	52	
4700	202	53	
4701	202	54	
4702	202	55	
4703	202	56	
4704	202	57	
4705	203	1	
4706	203	2	
4707	203	3	
4708	203	4	
4709	203	5	
4710	203	6	
4711	203	7	
4712	203	8	
4713	203	9	
4714	203	10	
4715	203	11	
4716	203	12	
4717	203	13	
4718	204	1	
4719	204	2	
4720	204	3	
4721	204	4	
4722	204	5	
4723	204	6	
4724	204	7	
4725	204	8	
4726	204	9	
4727	204	10	
4728	204	11	
4729	204	12	
4730	204	13	
4731	204	14	
4732	205	1	
4733	205	2	
4734	205	3	
4735	205	4	
4736	205	5	
4737	205	6	
4738	205	7	
4739	205	8	
4740	205	9	
4741	205	10	
4742	205	11	
4743	205	12	
4744	205	13	
4745	205	14	
4746	205	15	
4747	205	16	
4748	205	17	
4749	205	18	
4750	205	19	
4751	205	20	
4752	205	21	
4753	206	1	
4754	206	2	
4755	206	3	
4756	206	4	
4757	206	5	
4758	206	6	
4759	206	7	
4760	206	8	
4761	206	9	
4762	206	10	
4763	206	11	
4764	206	12	
4765	206	13	
4766	206	14	
4767	206	15	
4768	206	16	
4769	206	17	
4770	206	18	
4771	206	19	
4772	206	20	
4773	207	1	
4774	207	2	
4775	207	3	
4776	207	4	
4777	207	5	
4778	207	6	
4779	207	7	
4780	207	8	
4781	207	9	
4782	207	10	
4783	207	11	
4784	207	12	
4785	207	13	
4786	207	14	
4787	207	15	
4788	207	16	
4789	207	17	
4790	207	18	
4791	207	19	
4792	208	1	
4793	208	2	
4794	208	3	
4795	208	4	
4796	208	5	
4797	208	6	
4798	208	7	
4799	208	8	
4800	208	9	
4801	208	10	
4802	208	11	
4803	208	12	
4804	208	13	
4805	208	14	
4806	208	15	
4807	208	16	
4808	208	17	
4809	208	18	
4810	208	19	
4811	208	20	
4812	208	21	
4813	208	22	
4814	208	23	
4815	208	24	
4816	208	25	
4817	208	26	
4818	208	27	
4819	208	28	
4820	209	1	
4821	209	2	
4822	209	3	
4823	209	4	
4824	209	5	
4825	209	6	
4826	209	7	
4827	209	8	
4828	209	9	
4829	209	10	
4830	209	11	
4831	209	12	
4832	209	13	
4833	209	14	
4834	209	15	
4835	209	16	
4836	210	1	
4837	210	2	
4838	210	3	
4839	210	4	
4840	210	5	
4841	210	6	
4842	210	7	
4843	210	8	
4844	210	9	
4845	210	10	
4846	210	11	
4847	210	12	
4848	210	13	
4849	210	14	
4850	210	15	
4851	210	16	
4852	210	17	
4853	210	18	
4854	210	19	
4855	210	20	
4856	210	21	
4857	210	22	
4858	210	23	
4859	210	24	
4860	210	25	
4861	210	26	
4862	210	27	
4863	210	28	
4864	210	29	
4865	210	30	
4866	210	31	
4867	211	1	
4868	211	2	
4869	211	3	
4870	211	4	
4871	211	5	
4872	211	6	
4873	211	7	
4874	211	8	
4875	211	9	
4876	211	10	
4877	211	11	
4878	211	12	
4879	211	13	
4880	211	14	
4881	211	15	
4882	211	16	
4883	211	17	
4884	211	18	
4885	211	19	
4886	211	20	
4887	211	21	
4888	211	22	
4889	211	23	
4890	211	24	
4891	211	25	
4892	211	26	
4893	211	27	
4894	211	28	
4895	212	1	
4896	212	2	
4897	212	3	
4898	212	4	
4899	212	5	
4900	212	6	
4901	212	7	
4902	212	8	
4903	212	9	
4904	212	10	
4905	212	11	
4906	212	12	
4907	212	13	
4908	212	14	
4909	212	15	
4910	212	16	
4911	212	17	
4912	212	18	
4913	212	19	
4914	212	20	
4915	212	21	
4916	212	22	
4917	212	23	
4918	212	24	
4919	212	25	
4920	212	26	
4921	213	1	
4922	213	2	
4923	213	3	
4924	213	4	
4925	213	5	
4926	213	6	
4927	213	7	
4928	213	8	
4929	213	9	
4930	213	10	
4931	213	11	
4932	213	12	
4933	214	1	
4934	214	2	
4935	214	3	
4936	214	4	
4937	214	5	
4938	214	6	
4939	214	7	
4940	214	8	
4941	214	9	
4942	214	10	
4943	214	11	
4944	214	12	
4945	214	13	
4946	214	14	
4947	214	15	
4948	214	16	
4949	215	1	
4950	215	2	
4951	215	3	
4952	215	4	
4953	215	5	
4954	215	6	
4955	215	7	
4956	215	8	
4957	215	9	
4958	215	10	
4959	215	11	
4960	215	12	
4961	215	13	
4962	215	14	
4963	215	15	
4964	215	16	
4965	215	17	
4966	215	18	
4967	215	19	
4968	215	20	
4969	215	21	
4970	215	22	
4971	215	23	
4972	215	24	
4973	216	1	
4974	216	2	
4975	216	3	
4976	216	4	
4977	216	5	
4978	216	6	
4979	216	7	
4980	216	8	
4981	216	9	
4982	216	10	
4983	216	11	
4984	216	12	
4985	216	13	
4986	216	14	
4987	216	15	
4988	216	16	
4989	216	17	
4990	216	18	
4991	216	19	
4992	216	20	
4993	216	21	
4994	216	22	
4995	216	23	
4996	216	24	
4997	216	25	
4998	216	26	
4999	216	27	
5000	216	28	
5001	217	1	
5002	217	2	
5003	217	3	
5004	217	4	
5005	217	5	
5006	217	6	
5007	217	7	
5008	217	8	
5009	217	9	
5010	217	10	
5011	217	11	
5012	217	12	
5013	217	13	
5014	217	14	
5015	218	1	
5016	218	2	
5017	218	3	
5018	218	4	
5019	218	5	
5020	218	6	
5021	218	7	
5022	218	8	
5023	218	9	
5024	218	10	
5025	218	11	
5026	218	12	
5027	218	13	
5028	218	14	
5029	218	15	
5030	218	16	
5031	218	17	
5032	218	18	
5033	218	19	
5034	218	20	
5035	218	21	
5036	218	22	
5037	218	23	
5038	218	24	
5039	218	25	
5040	218	26	
5041	218	27	
5042	218	28	
5043	218	29	
5044	218	30	
5045	219	1	
5046	219	2	
5047	219	3	
5048	219	4	
5049	219	5	
5050	219	6	
5051	219	7	
5052	219	8	
5053	219	9	
5054	219	10	
5055	219	11	
5056	219	12	
5057	219	13	
5058	219	14	
5059	219	15	
5060	219	16	
5061	219	17	
5062	219	18	
5063	219	19	
5064	219	20	
5065	219	21	
5066	219	22	
5067	219	23	
5068	219	24	
5069	219	25	
5070	219	26	
5071	219	27	
5072	219	28	
5073	219	29	
5074	219	30	
5075	219	31	
5076	219	32	
5077	220	1	
5078	220	2	
5079	220	3	
5080	220	4	
5081	220	5	
5082	220	6	
5083	220	7	
5084	220	8	
5085	220	9	
5086	220	10	
5087	220	11	
5088	220	12	
5089	221	1	
5090	221	2	
5091	221	3	
5092	221	4	
5093	221	5	
5094	221	6	
5095	221	7	
5096	221	8	
5097	221	9	
5098	221	10	
5099	221	11	
5100	221	12	
5101	221	13	
5102	221	14	
5103	221	15	
5104	221	16	
5105	221	17	
5106	221	18	
5107	221	19	
5108	221	20	
5109	221	21	
5110	222	1	
5111	222	2	
5112	222	3	
5113	222	4	
5114	222	5	
5115	222	6	
5116	222	7	
5117	222	8	
5118	222	9	
5119	222	10	
5120	222	11	
5121	222	12	
5122	222	13	
5123	222	14	
5124	222	15	
5125	222	16	
5126	222	17	
5127	222	18	
5128	222	19	
5129	222	20	
5130	222	21	
5131	222	22	
5132	222	23	
5133	222	24	
5134	222	25	
5135	222	26	
5136	222	27	
5137	222	28	
5138	223	1	
5139	223	2	
5140	223	3	
5141	223	4	
5142	223	5	
5143	223	6	
5144	223	7	
5145	223	8	
5146	223	9	
5147	223	10	
5148	223	11	
5149	223	12	
5150	223	13	
5151	223	14	
5152	223	15	
5153	223	16	
5154	224	1	
5155	224	2	
5156	224	3	
5157	224	4	
5158	224	5	
5159	224	6	
5160	224	7	
5161	224	8	
5162	224	9	
5163	224	10	
5164	224	11	
5165	224	12	
5166	224	13	
5167	224	14	
5168	224	15	
5169	224	16	
5170	224	17	
5171	224	18	
5172	224	19	
5173	224	20	
5174	224	21	
5175	224	22	
5176	224	23	
5177	224	24	
5178	224	25	
5179	224	26	
5180	224	27	
5181	224	28	
5182	225	1	
5183	225	2	
5184	225	3	
5185	225	4	
5186	225	5	
5187	225	6	
5188	225	7	
5189	225	8	
5190	225	9	
5191	225	10	
5192	225	11	
5193	225	12	
5194	225	13	
5195	225	14	
5196	225	15	
5197	225	16	
5198	225	17	
5199	225	18	
5200	225	19	
5201	225	20	
5202	225	21	
5203	225	22	
5204	225	23	
5205	225	24	
5206	225	25	
5207	225	26	
5208	225	27	
5209	225	28	
5210	225	29	
5211	225	30	
5212	225	31	
5213	225	32	
5214	225	33	
5215	226	1	
5216	226	2	
5217	226	3	
5218	226	4	
5219	226	5	
5220	226	6	
5221	226	7	
5222	226	8	
5223	226	9	
5224	226	10	
5225	226	11	
5226	226	12	
5227	226	13	
5228	227	1	
5229	227	2	
5230	227	3	
5231	227	4	
5232	227	5	
5233	227	6	
5234	227	7	
5235	227	8	
5236	227	9	
5237	227	10	
5238	227	11	
5239	227	12	
5240	227	13	
5241	227	14	
5242	227	15	
5243	227	16	
5244	227	17	
5245	227	18	
5246	227	19	
5247	227	20	
5248	227	21	
5249	227	22	
5250	227	23	
5251	227	24	
5252	227	25	
5253	227	26	
5254	227	27	
5255	227	28	
5256	227	29	
5257	227	30	
5258	227	31	
5259	227	32	
5260	227	33	
5261	227	34	
5262	227	35	
5263	227	36	
5264	227	37	
5265	227	38	
5266	227	39	
5267	227	40	
5268	227	41	
5269	227	42	
5270	228	1	
5271	228	2	
5272	228	3	
5273	228	4	
5274	228	5	
5275	228	6	
5276	228	7	
5277	228	8	
5278	228	9	
5279	228	10	
5280	228	11	
5281	228	12	
5282	228	13	
5283	228	14	
5284	228	15	
5285	228	16	
5286	229	1	
5287	229	2	
5288	229	3	
5289	229	4	
5290	229	5	
5291	229	6	
5292	229	7	
5293	229	8	
5294	229	9	
5295	229	10	
5296	229	11	
5297	229	12	
5298	229	13	
5299	229	14	
5300	229	15	
5301	229	16	
5302	229	17	
5303	230	1	
5304	230	2	
5305	230	3	
5306	230	4	
5307	230	5	
5308	230	6	
5309	230	7	
5310	230	8	
5311	230	9	
5312	230	10	
5313	230	11	
5314	230	12	
5315	230	13	
5316	230	14	
5317	230	15	
5318	230	16	
5319	230	17	
5320	230	18	
5321	230	19	
5322	230	20	
5323	230	21	
5324	230	22	
5325	230	23	
5326	230	24	
5327	230	25	
5328	230	26	
5329	230	27	
5330	230	28	
5331	230	29	
5332	231	1	
5333	231	2	
5334	231	3	
5335	231	4	
5336	231	5	
5337	231	6	
5338	231	7	
5339	231	8	
5340	231	9	
5341	231	10	
5342	231	11	
5343	231	12	
5344	231	13	
5345	231	14	
5346	231	15	
5347	231	16	
5348	231	17	
5349	231	18	
5350	231	19	
5351	231	20	
5352	231	21	
5353	231	22	
5354	231	23	
5355	231	24	
